title,url
Fighters Destiny,https://www.ign.com/articles/1998/01/28/fighters-destiny
NBA in the Zone '98,https://www.ign.com/articles/1998/01/30/nba-in-the-zone-98-3
Nagano Winter Olympics '98,https://www.ign.com/articles/1998/01/31/nagano-winter-olympics-98-2
Skullmonkeys,https://www.ign.com/articles/1998/02/04/skullmonkeys-2
Nagano Winter Olympics '98,https://www.ign.com/articles/1998/02/05/nagano-winter-olympics-98
NBA In The Zone '98,https://www.ign.com/articles/1998/02/12/nba-in-the-zone-98-2
Shadow Master,https://www.ign.com/articles/1998/02/25/shadow-master-2
Jeopardy!,https://www.ign.com/articles/1998/02/26/jeopardy-7
X-Men: Children of the Atom,https://www.ign.com/articles/1998/03/04/x-men-children-of-the-atom
Bloody Roar,https://www.ign.com/articles/1998/03/06/bloody-roar-2
Triple Play 99,https://www.ign.com/articles/1998/03/11/triple-play-99-2
Ray Tracers,https://www.ign.com/articles/1998/03/11/ray-tracers-2
Klonoa: Gateway to Phantomile,https://www.ign.com/articles/1998/03/12/klonoa-gateway-to-phantomile-2
NBA ShootOut '98,https://www.ign.com/articles/1998/03/12/nba-shootout-98
Rascal,https://www.ign.com/articles/1998/03/26/rascal-2
Saga Frontier,https://www.ign.com/articles/1998/03/26/saga-frontier-3
Lode Runner: The Legend Returns,https://www.ign.com/articles/1998/03/27/lode-runner-the-legend-returns
Dead or Alive,https://www.ign.com/articles/1998/03/28/dead-or-alive-5
Diablo,https://www.ign.com/articles/1998/03/28/diablo
Speed Racer,https://www.ign.com/articles/1998/03/28/speed-racer
1080° Snowboarding Review,https://www.ign.com/articles/1998/04/03/1080a-snowboarding-review
San Francisco Rush,https://www.ign.com/articles/1998/04/03/san-francisco-rush-3
Deathtrap Dungeon,https://www.ign.com/articles/1998/04/04/deathtrap-dungeon-3
Point Blank,https://www.ign.com/articles/1998/04/13/point-blank-4
Newman/Haas Racing,https://www.ign.com/articles/1998/04/14/newmanhaas-racing-2
MLB '99,https://www.ign.com/articles/1998/04/15/mlb-99
Breath of Fire III,https://www.ign.com/articles/1998/05/16/breath-of-fire-iii-2
Bio F.R.E.A.K.S.,https://www.ign.com/articles/1998/05/21/bio-freaks-3
World Cup 98,https://www.ign.com/articles/1998/05/21/world-cup-98-2
Bio Freaks,https://www.ign.com/articles/1998/05/22/bio-freaks-2
Aero Gauge,https://www.ign.com/articles/1998/05/22/aero-gauge
X-Men vs. Street Fighter,https://www.ign.com/articles/1998/06/12/x-men-vs-street-fighter
Quest 64,https://www.ign.com/articles/1998/06/12/quest-64
Road Rash 3D,https://www.ign.com/articles/1998/06/12/road-rash-3d
Soviet Strike,https://www.ign.com/articles/1998/06/13/soviet-strike
Wetrix,https://www.ign.com/articles/1998/06/16/wetrix-3
Jeremy McGrath Supercross '98,https://www.ign.com/articles/1998/06/23/jeremy-mcgrath-supercross-98
Mortal Kombat 4,https://www.ign.com/articles/1998/06/24/mortal-kombat-4-4
Mortal Kombat 4 Review,https://www.ign.com/articles/1998/06/25/mortal-kombat-4-3
Banjo-Kazooie Review,https://www.ign.com/articles/1998/06/30/banjo-kazooie-review-2
Crime Killer,https://www.ign.com/articles/1998/07/03/crime-killer-2
Mission: Impossible,https://www.ign.com/articles/1998/07/21/mission-impossible-7
F-1 World Grand Prix,https://www.ign.com/articles/1998/07/28/f-1-world-grand-prix
Addiction Pinball,https://www.ign.com/articles/1998/07/31/addiction-pinball
Sega Touring Car Championship,https://www.ign.com/articles/1998/08/01/sega-touring-car-championship
Golden Tee Golf,https://www.ign.com/articles/1998/08/13/golden-tee-golf
WWF Warzone,https://www.ign.com/articles/1998/08/13/wwf-warzone-2
Unreal,https://www.ign.com/articles/1998/08/13/unreal
Urban Assault,https://www.ign.com/articles/1998/08/14/urban-assault
Deathtrap Dungeon,https://www.ign.com/articles/1998/08/14/deathtrap-dungeon-2
Vangers,https://www.ign.com/articles/1998/08/19/vangers
Azure Dreams,https://www.ign.com/articles/1998/08/25/azure-dreams-2
Spice World,https://www.ign.com/articles/1998/08/25/spice-world
Turbo Prop Racing,https://www.ign.com/articles/1998/08/25/turbo-prop-racing
Madden NFL '99,https://www.ign.com/articles/1998/08/27/madden-nfl-99-4
Industry Giant,https://www.ign.com/articles/1998/08/27/industry-giant
WWF Warzone,https://www.ign.com/articles/1998/08/29/wwf-warzone
NCAA Football '99,https://www.ign.com/articles/1998/08/29/ncaa-football-99-2
NFL GameDay 99,https://www.ign.com/articles/1998/08/29/nfl-gameday-99-2
Super B-Daman Battle Phoenix 64 (Import),https://www.ign.com/articles/1998/08/31/super-b-daman-battle-phoenix-64-import
Pokemon Stadium (Import),https://www.ign.com/articles/1998/08/31/pokemon-stadium-import-2
Waialae Country Club: True Golf Classics,https://www.ign.com/articles/1998/08/31/waialae-country-club-true-golf-classics
Sensible Soccer '98,https://www.ign.com/articles/1998/08/31/sensible-soccer-98
X-COM: Interceptor,https://www.ign.com/articles/1998/09/01/x-com-interceptor
Get Medieval,https://www.ign.com/articles/1998/09/01/get-medieval
Tiger Woods '99,https://www.ign.com/articles/1998/09/01/tiger-woods-99-3
Starship Titanic,https://www.ign.com/articles/1998/09/01/starship-titanic
Commandos: Behind Enemy Lines,https://www.ign.com/articles/1998/09/01/commandos-behind-enemy-lines
Castrol Honda Superbike World Champions,https://www.ign.com/articles/1998/09/02/castrol-honda-superbike-world-champions
Leisure Suit Larry's Casino,https://www.ign.com/articles/1998/09/02/leisure-suit-larrys-casino
Motocross Madness,https://www.ign.com/articles/1998/09/03/motocross-madness
Bottom of the Ninth '99,https://www.ign.com/articles/1998/09/03/bottom-of-the-ninth-99
Warlords III: Dark Lords Rising,https://www.ign.com/articles/1998/09/03/warlords-iii-dark-lords-rising
Timeshock! Pro-Pinball,https://www.ign.com/articles/1998/09/04/timeshock-pro-pinball
NFL GameDay 99,https://www.ign.com/articles/1998/09/05/nfl-gameday-99
Rainbow Six,https://www.ign.com/articles/1998/09/09/rainbow-six-9
Command & Conquer: Red Alert Retaliation,https://www.ign.com/articles/1998/09/09/command-conquer-red-alert-retaliation
Heart of Darkness,https://www.ign.com/articles/1998/09/09/heart-of-darkness-2
Spyro the Dragon,https://www.ign.com/articles/1998/09/10/spyro-the-dragon
Independence War,https://www.ign.com/articles/1998/09/11/independence-war
Gex: Enter The Gecko,https://www.ign.com/articles/1998/09/11/gex-enter-the-gecko-2
Iggy's Reckin' Balls,https://www.ign.com/articles/1998/09/11/iggys-reckin-balls
NCAA Football 99,https://www.ign.com/articles/1998/09/12/ncaa-football-99
NFL Blitz,https://www.ign.com/articles/1998/09/12/nfl-blitz-2
GT 64 Championship Edition Review,https://www.ign.com/articles/1998/09/12/gt-64-championship-edition
NFL Blitz,https://www.ign.com/articles/1998/09/12/nfl-blitz-3
Parasite Eve,https://www.ign.com/articles/1998/09/15/parasite-eve
M.A.X. 2,https://www.ign.com/articles/1998/09/16/max-2
Mega Man Legends,https://www.ign.com/articles/1998/09/16/mega-man-legends-3
Dune 2000,https://www.ign.com/articles/1998/09/17/dune-2000-2
C: The Contra Adventure,https://www.ign.com/articles/1998/09/17/c-the-contra-adventure
Future Cop: LAPD,https://www.ign.com/articles/1998/09/17/future-cop-lapd-2
G Darius,https://www.ign.com/articles/1998/09/18/g-darius
Moto Racer 2,https://www.ign.com/articles/1998/09/19/moto-racer-2-2
Tenchu: Stealth Assassins,https://www.ign.com/articles/1998/09/19/tenchu-stealth-assassins
Circuit Breakers,https://www.ign.com/articles/1998/09/19/circuit-breakers
Madden NFL 99,https://www.ign.com/articles/1998/09/26/madden-nfl-99-2
Trap Gunner,https://www.ign.com/articles/1998/09/29/trap-gunner
Deep Sea Trophy Fishing,https://www.ign.com/articles/1998/09/29/deep-sea-trophy-fishing
Unholy War,https://www.ign.com/articles/1998/09/29/unholy-war
Heart of Darkness,https://www.ign.com/articles/1998/09/30/heart-of-darkness
NHL '99,https://www.ign.com/articles/1998/09/30/nhl-99-3
Activision Classics,https://www.ign.com/articles/1998/09/30/activision-classics
Spearhead,https://www.ign.com/articles/1998/09/30/spearhead
NASCAR 99,https://www.ign.com/articles/1998/10/01/nascar-99-2
TOCA Touring Car,https://www.ign.com/articles/1998/10/01/toca-touring-car
NHL FaceOff '99,https://www.ign.com/articles/1998/10/01/nhl-faceoff-99
Pool Hustler,https://www.ign.com/articles/1998/10/01/pool-hustler
Fifth Element,https://www.ign.com/articles/1998/10/02/fifth-element
Brunswick Circuit Pro Bowling,https://www.ign.com/articles/1998/10/03/brunswick-circuit-pro-bowling-5
Israeli Air Force,https://www.ign.com/articles/1998/10/06/israeli-air-force
NFL Blitz,https://www.ign.com/articles/1998/10/07/nfl-blitz
Dragon Seeds,https://www.ign.com/articles/1998/10/07/dragon-seeds
The Game of Life,https://www.ign.com/articles/1998/10/08/the-game-of-life
Bomberman World,https://www.ign.com/articles/1998/10/08/bomberman-world
Rogue Trip: Vacation 2012,https://www.ign.com/articles/1998/10/08/rogue-trip-vacation-2012
Caesar III,https://www.ign.com/articles/1998/10/09/caesar-iii
Cruis'n World,https://www.ign.com/articles/1998/10/09/cruisn-world
Ninja: Shadow of Darkness,https://www.ign.com/articles/1998/10/13/ninja-shadow-of-darkness
Redline Racer,https://www.ign.com/articles/1998/10/13/redline-racer
Brunswick Circuit Pro Bowling,https://www.ign.com/articles/1998/10/14/brunswick-circuit-pro-bowling-4
Need for Speed 3: Hot Pursuit,https://www.ign.com/articles/1998/10/14/need-for-speed-3-hot-pursuit
NHL '99,https://www.ign.com/articles/1998/10/15/nhl-99-2
Knights and Merchants: The Shattered Kingdom,https://www.ign.com/articles/1998/10/15/knights-and-merchants-the-shattered-kingdom
Duke Nukem: Time to Kill,https://www.ign.com/articles/1998/10/16/duke-nukem-time-to-kill
Quake II: Ground Zero,https://www.ign.com/articles/1998/10/20/quake-ii-ground-zero
Armored Core: Project Phantasma,https://www.ign.com/articles/1998/10/20/armored-core-project-phantasma
Deadly Arts,https://www.ign.com/articles/1998/10/20/deadly-arts
Xenogears,https://www.ign.com/articles/1998/10/21/xenogears
Kagero: Deception II,https://www.ign.com/articles/1998/10/21/kagero-deception-ii
Red Jack: Revenge of the Brethren,https://www.ign.com/articles/1998/10/21/red-jack-revenge-of-the-brethren
Metal Gear Solid,https://www.ign.com/articles/1998/10/22/metal-gear-solid-6
NASCAR 99,https://www.ign.com/articles/1998/10/22/nascar-99
MediEvil,https://www.ign.com/articles/1998/10/23/medievil
